frame,time,x,y,z,phi,theta,psi,thrust_ratio,thrust,vectoring_angle,torque
35,3.4000000000000017,-443.7731833485624,0.0,953.5847709762023,0.0,-0.43109943851320587,0.0,0.5,29430.0,0.076132896860735,55960.68223401742
36,3.5000000000000018,-442.22305838169655,0.0,952.2453825395004,0.0,-0.37458192896323284,0.0,1.0,58860.0,0.017031250133404032,25060.273018632783
37,3.600000000000002,-440.63194037742187,0.0,950.8970186273918,0.0,-0.31716904849751554,0.0,0.5,29430.0,0.09734243787042252,71506.64622970042
38,3.700000000000002,-438.96903603460623,0.0,949.633150338448,0.0,-0.2593552036635001,0.0,0.5,29430.0,0.013165112647134415,9685.951829301193
39,3.800000000000002,-437.2755364536867,0.0,948.364389031031,0.0,-0.2003972524898095,0.0,0.5,29430.0,-0.041700409874500285,-30672.185327254705
40,3.900000000000002,-435.55687840439975,0.0,947.0923468222672,0.0,-0.14128432608685004,0.0,0.5,29430.0,-0.08196260705979783,-60236.491771511726
41,4.000000000000002,-433.81869270164617,0.0,945.8183413949666,0.0,-0.08266215464912667,0.0,0.5,29430.0,-0.1145869376388855,-84122.96555500035
42,4.100000000000001,-432.0666930709913,0.0,944.5433584954129,0.0,-0.02500376707974749,0.0,0.5,29430.0,-0.1428416474136865,-104738.71554626012
43,4.200000000000001,-430.3065935148324,0.0,943.268040626452,0.0,0.031308653040751686,0.0,0.5,29430.0,-0.1682062024743212,-123174.95226094079
44,4.300000000000001,-428.5440413446993,0.0,941.9926920935993,0.0,0.0859452537125107,0.0,0.5,29430.0,-0.19129707308816532,-139889.96260792995
45,4.4,-426.78456005167686,0.0,940.7172954843064,0.0,0.1386110551480947,0.0,0.5,29430.0,-0.21232164441568857,-155044.57985321316
46,4.5,-425.03349961220874,0.0,939.4415367859049,0.0,0.18903861718195178,0.0,0.5,29430.0,-0.23130246368810628,-168667.37289373227
47,4.6,-423.2959934167605,0.0,938.1648371965413,0.0,0.23698546593815745,0.0,0.5,29430.0,-0.24818895653630296,-180736.11341293785
48,4.699999999999999,-421.5769216559178,0.0,936.8863899897158,0.0,0.2822336367280634,0.0,0.5,29430.0,-0.2629135062962996,-191217.7757381112
49,4.799999999999999,-419.8808811675182,0.0,935.6052008999525,0.0,0.32459002970336237,0.0,0.5,29430.0,-0.2754195356276595,-200087.71627253015
50,4.899999999999999,-418.2121616866787,0.0,934.3201305585671,0.0,0.36388693826685153,0.0,0.5,29430.0,-0.28567503054172605,-207338.16715516127
51,4.999999999999998,-416.5747282824019,0.0,933.0299375876185,0.0,0.39998244336998023,0.0,0.5,29430.0,-0.29367809458949307,-212981.08008205704
52,5.099999999999998,-414.972209584003,0.0,931.7333210766444,0.0,0.43276053779862633,0.0,0.5,29430.0,-0.2994578512798318,-217047.8898406157
53,5.1999999999999975,-413.4078912386303,0.0,930.4289613198654,0.0,0.4621309349459595,0.0,0.5,29430.0,-0.303072479013217,-219587.57352920834
54,5.299999999999997,-411.8847139187275,0.0,929.1155578712475,0.0,0.48802856585584287,0.0,1.0,58860.0,-0.15052620520043303,-220663.79773065055
55,5.399999999999997,-410.40527512413746,0.0,927.7918641681221,0.0,0.5104127955892589,0.0,0.5,29430.0,-0.39269908169872414,-281559.33536261483
56,5.4999999999999964,-409.01783166731923,0.0,926.5433658712492,0.0,0.5292664045589845,0.0,0.5,29430.0,-0.38636681370764125,-277249.3957263881
57,5.599999999999996,-407.6783137363436,0.0,925.2823640344242,0.0,0.5436150641629083,0.0,0.5,29430.0,-0.3335517783865827,-240885.36679903464
58,5.699999999999996,-406.3883265202755,0.0,924.0079399295051,0.0,0.5535277334352099,0.0,0.5,29430.0,-0.3039563892381587,-220208.18485915006
59,5.799999999999995,-405.1490798906703,0.0,922.7193741647638,0.0,0.5595862368387269,0.0,0.5,29430.0,-0.2848331311429062,-206743.77064004002
60,5.899999999999995,-403.96140359226706,0.0,921.4161596489031,0.0,0.5621214092844975,0.0,1.0,58860.0,-0.13386539915489282,-196395.1412024349
61,5.999999999999995,-402.82580226519457,0.0,920.0979824132535,0.0,0.5613486814000275,0.0,0.5,29430.0,-0.39269908169872414,-281559.33536261483
62,6.099999999999994,-401.79477208032523,0.0,918.8477151659127,0.0,0.5574336312563185,0.0,0.5,29430.0,-0.31953005910870796,-231114.11472986938
63,6.199999999999994,-400.8159633106802,0.0,917.5823932904598,0.0,0.5490136317468077,0.0,0.5,29430.0,-0.26221525637368137,-190721.64540694165
64,6.299999999999994,-399.88905043008054,0.0,916.3022205993883,0.0,0.5368958064016189,0.0,0.5,29430.0,-0.22697851773432476,-165569.18607177143
65,6.399999999999993,-399.01333064911233,0.0,915.0076310998796,0.0,0.5217264347299191,0.0,1.0,58860.0,-0.10051010738614995,-147651.72648057202
66,6.499999999999993,-398.1877861756987,0.0,913.6992389817763,0.0,0.503907956081071,0.0,0.5,29430.0,-0.3191707339110374,-230863.10805788566
67,6.5999999999999925,-397.4600233932471,0.0,912.4628444265967,0.0,0.48372704980853365,0.0,0.5,29430.0,-0.22504130598977004,-164180.13065104396
68,6.699999999999992,-396.7796283353984,0.0,911.2142562662078,0.0,0.4598523338070702,0.0,0.5,29430.0,-0.1708666200307006,-125104.2908136237
69,6.799999999999992,-396.14485780555185,0.0,909.9544128664243,0.0,0.43335073571519,0.0,0.5,29430.0,-0.13554996145479417,-99425.75883637834
70,6.8999999999999915,-395.55362560425937,0.0,908.6843786467456,0.0,0.40484746897029183,0.0,0.5,29430.0,-0.10925899950040006,-80227.46668017493
71,6.999999999999991,-395.00358698211585,0.0,907.4052764383713,0.0,0.37475339008401165,0.0,0.5,29430.0,-0.08731331965217573,-64159.1815444543
72,7.099999999999991,-394.4921878471157,0.0,906.1182440699286,0.0,0.34337567173084865,0.0,1.0,58860.0,-0.03372436425063882,-49615.995763960294
73,7.19999999999999,-394.01669753488346,0.0,904.8244033574432,0.0,0.3109714064729744,0.0,0.5,29430.0,-0.1389474389430769,-101901.94501664187
74,7.29999999999999,-393.6072614089698,0.0,903.6172091861157,0.0,0.27777328528287676,0.0,0.5,29430.0,-0.07125300202054817,-52380.047804107424
75,7.39999999999999,-393.22784227376104,0.0,902.4053098233645,0.0,0.24294473297251284,0.0,0.5,29430.0,-0.029137264192518327,-21434.70888876589
76,7.499999999999989,-392.87532362700364,0.0,901.1896501326559,0.0,0.2072780998972832,0.0,0.5,29430.0,0.0004013870915373887,295.32054466870613
77,7.599999999999989,-392.54640410485746,0.0,899.9711096171042,0.0,0.17126851147983332,0.0,0.5,29430.0,0.023564773105394985,17336.17724938225
78,7.699999999999989,-392.2376732712046,0.0,898.7504692414321,0.0,0.13526364819109815,0.0,0.5,29430.0,0.04330943692667528,31854.95760957757
79,7.799999999999988,-391.94566185973963,0.0,897.5283936003933,0.0,0.09953616373835308,0.0,0.5,29430.0,0.06102202422280428,44869.09580510226
80,7.899999999999988,-391.6668793858859,0.0,896.3054218955385,0.0,0.06431835860736126,0.0,0.5,29430.0,0.07732784620652698,56837.279312800616
81,7.999999999999988,-391.3978452941383,0.0,895.0819646314511,0.0,0.029818459009251078,0.0,0.5,29430.0,0.09248440840552011,67948.44208981888
82,8.099999999999987,-391.13511648393563,0.0,893.8583045247516,0.0,-0.0037720441198543023,0.0,0.5,29430.0,0.10657384912638686,78263.36059284257
83,8.199999999999987,-390.8753124310968,0.0,892.6346008089421,0.0,-0.036275372175522576,0.0,0.5,29430.0,0.11959751671361113,87784.25186642911
84,8.299999999999986,-390.6151383416073,0.0,891.4108963952344,0.0,-0.06752648646170537,0.0,0.5,29430.0,0.13152278286674,96489.14296370652
85,8.399999999999986,-390.3514064185209,0.0,890.1871274435806,0.0,-0.0973730527180253,0.0,0.5,29430.0,0.14230643993324757,104348.9321145476
86,8.499999999999986,-390.08105518027804,0.0,888.9631349174175,0.0,-0.1256757926869259,0.0,0.5,29430.0,0.1519065151206112,111335.8727890621
87,8.599999999999985,-389.8011667334436,0.0,887.7386776904668,0.0,-0.15230894974199377,0.0,0.5,29430.0,0.1602882511026543,117427.73754524346
88,8.699999999999985,-389.508981920057,0.0,886.5134467671016,0.0,-0.17716073283243663,0.0,0.5,29430.0,0.16742705026750176,122609.744324303
89,8.799999999999985,-389.20191330062215,0.0,885.2870801790227,0.0,-0.2001336721221556,0.0,0.5,29430.0,0.1733097526444602,126875.2744074054
90,8.899999999999984,-388.8775559825155,0.0,884.0591781335992,0.0,-0.22114485550268573,0.0,0.5,29430.0,0.177934932403105,130225.9028285707
91,8.999999999999984,-388.53369635138847,0.0,882.8293180134052,0.0,-0.24012603449269737,0.0,0.5,29430.0,0.18131257257989752,132671.01762911328
92,9.099999999999984,-388.1683188049315,0.0,881.5970688608161,0.0,-0.25702359903745187,0.0,0.5,29430.0,0.18346332553785308,134227.1868684804
93,9.199999999999983,-387.77961062140037,0.0,880.3620050238517,0.0,-0.27179842730014053,0.0,0.5,29430.0,0.18441749617650635,134917.37505174032
94,9.299999999999983,-387.3659651183361,0.0,879.1237186873524,0.0,-0.2844256205729335,0.0,0.5,29430.0,0.18421385141713648,134770.08128346482
95,9.399999999999983,-386.9259832697672,0.0,877.8818310646299,0.0,-0.2948941358448987,0.0,0.5,29430.0,0.18289834140111794,133818.4545505012
96,9.499999999999982,-386.45847395346516,0.0,876.6360020767753,0.0,-0.30320632981632845,0.0,0.5,29430.0,0.180522805055594,132099.42986385315
97,9.599999999999982,-385.96245299467785,0.0,875.3859383979694,0.0,-0.30937742851495015,0.0,0.5,29430.0,0.17714372086421368,129652.91937254231
98,9.699999999999982,-385.4371411606995,0.0,874.1313997939594,0.0,-0.3134349363357502,0.0,0.5,29430.0,0.17282105137719872,126521.08376078354
99,9.799999999999981,-384.8819612433526,0.0,872.87220372628,0.0,-0.3154179974465896,0.0,1.0,58860.0,0.08351376287767542,122747.70091928239
100,9.89999999999998,-384.2965343457197,0.0,871.6082282360933,0.0,-0.31537672121725646,0.0,0.5,29430.0,0.24609402881203696,179241.60329236343
101,9.99999999999998,-383.6502434858886,0.0,870.4326735707641,0.0,-0.3133714817732148,0.0,0.5,29430.0,0.19278829831245128,140966.9615596288
102,10.09999999999998,-382.97352449442246,0.0,869.2522805739017,0.0,-0.30849837667649527,0.0,0.5,29430.0,0.16246696642198236,119009.89917130653
103,10.19999999999998,-382.2665644443477,0.0,868.067110073653,0.0,-0.30136980019482174,0.0,0.5,29430.0,0.14294743583042566,104815.7560864275
104,10.29999999999998,-381.52981846326713,0.0,866.8773083292222,0.0,-0.2923370653264073,0.0,0.5,29430.0,0.1284373515096784,94238.18726689882
105,10.399999999999979,-380.7639536015188,0.0,865.6830852952257,0.0,-0.28162727836060997,0.0,0.5,29430.0,0.116169590398251,85279.66022137972
106,10.499999999999979,-379.96981721045125,0.0,864.4847001696047,0.0,-0.2694096803985423,0.0,0.5,29430.0,0.10483362925942653,76990.1402772083
107,10.599999999999978,-379.1484169471692,0.0,863.2824503413615,0.0,-0.2558276078729325,0.0,0.5,29430.0,0.09382465086399808,68930.24999760743
108,10.699999999999978,-378.30090614681666,0.0,862.0766618680889,0.0,-0.24101369310288742,0.0,0.5,29430.0,0.08288054519464287,60909.57201784477
109,10.799999999999978,-377.4285715173912,0.0,860.8676806522319,0.0,-0.2250968943328806,0.0,0.5,29430.0,0.07190573356020268,52859.06525234226
110,10.899999999999977,-376.5328216792634,0.0,859.6558640048221,0.0,-0.20820554241058828,0.0,0.5,29430.0,0.06088550846862601,44768.840869465144
111,10.999999999999977,-375.61517584136965,0.0,858.4415725381664,0.0,-0.19046844544425848,0.0,0.5,29430.0,0.049844322201621785,36657.77655070904
112,11.099999999999977,-374.677252289067,0.0,857.2251624462579,0.0,-0.17201504702401724,0.0,0.5,29430.0,0.03882541756982843,28558.624774370808
113,11.199999999999976,-373.72075655368985,0.0,856.006978280329,0.0,-0.15297512417896464,0.0,0.5,29430.0,0.027880808073192438,20510.647009635348
114,11.299999999999976,-372.7474692371302,0.0,854.7873463404552,0.0,-0.1334782633375221,0.0,0.5,29430.0,0.017066259844010404,12555.891160516301
115,11.399999999999975,-371.7592335226682,0.0,853.5665687991415,0.0,-0.11365323214392542,0.0,0.5,29430.0,0.006438675826473735,4737.223007685505
116,11.499999999999975,-370.7579424380224,0.0,852.3449186578206,0.0,-0.09362730669176048,0.0,0.5,29430.0,-0.003945378119364778,-2902.8044204625767
117,11.599999999999975,-369.7455259586733,0.0,851.1226356165524,0.0,-0.07352558567147256,0.0,0.5,29430.0,-0.014030612089736647,-10322.684153288836
118,11.699999999999974,-368.72393805381785,0.0,849.8999229134334,0.0,-0.05347030952191205,0.0,0.5,29430.0,-0.023763703644202768,-17482.499413580634
119,11.799999999999974,-367.6951437860526,0.0,848.6769451648738,0.0,-0.033580196318804156,0.0,0.5,29430.0,-0.033093873433694035,-24344.373133321755
120,11.899999999999974,-366.66110658008154,0.0,847.4538272121437,0.0,-0.013969803106313555,0.0,0.5,29430.0,-0.04197340007295977,-30872.86211201362
121,11.999999999999973,-365.62377577592616,0.0,846.2306539543797,0.0,0.0052510801360439,0.0,0.5,29430.0,-0.050358092308343656,-37035.30857907748
122,12.099999999999973,-364.58507457866034,0.0,845.0074711243991,0.0,0.023977997584609136,0.0,0.5,29430.0,-0.05820771901583158,-42802.149772890145
123,12.199999999999973,-363.5468885099885,0.0,843.7842869419246,0.0,0.042112350095909135,0.0,0.5,29430.0,-0.06548638996789358,-48147.181258398574
124,12.299999999999972,-362.5110544574849,0.0,842.56107455978,0.0,0.05956186821084289,0.0,0.5,29430.0,-0.07216287788725055,-53047.768544552375
125,12.399999999999972,-361.4793504055481,0.0,841.3377752027662,0.0,0.07624103142564227,0.0,0.5,29430.0,-0.07821087267899161,-57485.00233241846
126,12.499999999999972,-360.4534859186973,0.0,840.1143018866181,0.0,0.09207143034372882,0.0,0.5,29430.0,-0.08360916064958406,-61443.794465188395
127,12.599999999999971,-359.43509343337325,0.0,838.8905435958659,0.0,0.10698206922449667,0.0,0.5,29430.0,-0.08834172427154091,-64912.91381478612
128,12.69999999999997,-358.425720399547,0.0,837.6663697946433,0.0,0.1209096073938215,0.0,0.5,29430.0,-0.09239776118350697,-67884.96358845546
129,12.79999999999997,-357.4268222987795,0.0,836.4416351433935,0.0,0.13379853894210975,0.0,0.5,29430.0,-0.09577162430339502,-70356.30364904134
130,12.89999999999997,-356.4397565514585,0.0,835.2161842968133,0.0,0.14560131107298271,0.0,0.5,29430.0,-0.09846268792746421,-72326.92326326529
131,12.99999999999997,-355.4657773132156,0.0,833.9898566639228,0.0,0.15627838234547103,0.0,0.5,29430.0,-0.1004751472955499,-73800.27112404793
132,13.09999999999997,-354.5060311493453,0.0,832.7624910194412,0.0,0.1657982228457471,0.0,0.5,29430.0,-0.101817761176935,-74783.0504799902
133,13.199999999999969,-353.56155356664897,0.0,831.5339298662329,0.0,0.1741372590080384,0.0,1.0,58860.0,-0.0511844174474394,-75284.98772907304
134,13.299999999999969,-352.6332663746228,0.0,830.3040234609699,0.0,0.18127976636264984,0.0,0.5,29430.0,-0.1491241625519507,-109311.90236422326
135,13.399999999999968,-351.73897250205295,0.0,829.1692498019802,0.0,0.18721771391359612,0.0,0.5,29430.0,-0.12299260034315328,-90263.8305668866
136,13.499999999999968,-350.8623649329556,0.0,828.0328686539407,0.0,0.19140667102671483,0.0,0.5,29430.0,-0.10918787753411821,-80175.450513463
137,13.599999999999968,-350.004016319631,0.0,826.8947732960058,0.0,0.19415140685076335,0.0,0.5,29430.0,-0.1011022339421122,-74259.30867281812
138,13.699999999999967,-349.16433025664134,0.0,825.7548863967596,0.0,0.19561333546659646,0.0,0.5,29430.0,-0.09555254097848948,-70195.85007703374
139,13.799999999999967,-348.3435710146337,0.0,824.6131563697228,0.0,0.19588711514366447,0.0,0.5,29430.0,-0.0910096047702189,-66867.91907663201
140,13.899999999999967,-347.54187929400837,0.0,823.4695554423821,0.0,0.19503776121949995,0.0,0.5,29430.0,-0.08674744315296731,-63744.41367386328
141,13.999999999999966,-346.7592814396222,0.0,822.3240783908313,0.0,0.1931185205901093,0.0,0.5,29430.0,-0.08243113007050296,-60580.04372295575
142,14.099999999999966,-345.9956957164714,0.0,821.1767413978107,0.0,0.19017936934193688,0.0,0.5,29430.0,-0.07791643556597223,-57269.02996304841
143,14.199999999999966,-345.25093738182335,0.0,820.0275807749033,0.0,0.18627093739419714,0.0,0.5,29430.0,-0.07315225041237246,-53773.77877772599
144,14.299999999999965,-344.52472338395097,0.0,818.876651442725,0.0,0.18144620096704864,0.0,0.5,29430.0,-0.06813299665828555,-50090.07739102328
145,14.399999999999965,-343.8166770778786,0.0,817.7240251446,0.0,0.1757610840794565,0.0,0.5,29430.0,-0.06287537164094974,-46230.08030542801
146,14.499999999999964,-343.1263331347265,0.0,816.5697884124758,0.0,0.169274525953608,0.0,0.5,29430.0,-0.057406944360405825,-42213.96397273545
147,14.599999999999964,-342.45314271691416,0.0,815.4140403265188,0.0,0.16204828654287268,0.0,0.5,29430.0,-0.05176052693246797,-38065.80502901925
148,14.699999999999964,-341.79647894009776,0.0,814.2568901212904,0.0,0.15414662370857357,0.0,0.5,29430.0,-0.04597136031730636,-33811.51606520382
149,14.799999999999963,-341.15564261682533,0.0,813.0984546965158,0.0,0.14563590799381015,0.0,0.5,29430.0,-0.04007567098119285,-29477.782933937386
150,14.899999999999963,-340.5298682632039,0.0,811.9388560917336,0.0,0.13658420802200347,0.0,0.5,29430.0,-0.03410989435966111,-25091.488519944018
151,14.999999999999963,-339.91833034199254,0.0,810.7782189828816,0.0,0.1270608635232538,0.0,0.5,29430.0,-0.02811022133356537,-20679.371675105067
152,15.099999999999962,-339.32014971043384,0.0,809.6166682558594,0.0,0.11713605520818501,0.0,0.5,29430.0,-0.02211229981532719,-16267.798813149333
153,15.199999999999962,-338.73440023741404,0.0,808.4543267077329,0.0,0.10688037694631455,0.0,0.5,29430.0,-0.01615100961143135,-11882.588700221619
154,15.299999999999962,-338.1601155515995,0.0,807.2913129208162,0.0,0.0963644139034337,0.0,0.5,29430.0,-0.010260271043465193,-7548.861969841412
155,15.399999999999961,-337.59629587981124,0.0,806.1277393485876,0.0,0.0856583294413493,0.0,0.5,29430.0,-0.004472868786241141,-3290.902236181777
156,15.499999999999961,-337.04191493302744,0.0,804.9637106455039,0.0,0.07483146318774743,0.0,0.5,29430.0,0.0011797170845802253,867.9766436479986
157,15.59999999999996,-336.49592679607287,0.0,803.7993222654355,0.0,0.06395194249836667,0.0,0.5,29430.0,0.0066674754580338695,4905.558721770532
158,15.69999999999996,-335.9572727763147,0.0,802.6346593458821,0.0,0.053086309435284265,0.0,0.5,29430.0,0.011962023785189024,8800.84911084664
159,15.79999999999996,-335.42488816658357,0.0,801.4697958875015,0.0,0.042299165311750195,0.0,0.5,29430.0,0.017036761258925864,12534.19073166675
160,15.89999999999996,-334.89770887810255,0.0,800.3047942310167,0.0,0.03165283477398967,0.0,0.5,29430.0,0.021867013190445452,16087.372810180765
161,15.99999999999996,-334.37467790044064,0.0,799.1397048264055,0.0,0.02120705128793581,0.0,0.5,29430.0,0.02643016389549092,19443.7291538883
162,16.09999999999996,-333.8547515473879,0.0,797.9745662826067,0.0,0.011018665766844845,0.0,0.5,29430.0,0.030705775386704437,22588.22431924008
163,16.19999999999996,-333.33690545012956,0.0,796.8094056799355,0.0,0.0011413799122160905,0.0,0.5,29430.0,0.03467568935431395,25507.526002469007
164,16.29999999999996,-332.8201402621103,0.0,795.6442391221152,0.0,-0.008374494353304823,0.0,0.5,29430.0,0.038324110253206464,28190.06230291049
165,16.399999999999963,-332.30348704343606,0.0,794.4790725003951,0.0,-0.01748224820278623,0.0,0.5,29430.0,0.04163766776094132,30626.062887598993
166,16.499999999999964,-331.78601229646847,0.0,793.3139024387128,0.0,-0.026138961055421073,0.0,0.5,29430.0,0.04460545739372661,32807.58350080508
167,16.599999999999966,-331.26682262831025,0.0,792.1487173863098,0.0,-0.03430565690185433,0.0,0.5,29430.0,0.04721905863314613,34728.51368724508
168,16.699999999999967,-330.74506902006243,0.0,790.9834988226337,0.0,-0.04194743141227471,0.0,0.5,29430.0,0.04947253049431561,36384.568010671064
169,16.79999999999997,-330.2199506869417,0.0,789.8182225387482,0.0,-0.049033549703699164,0.0,0.5,29430.0,0.051362385026886864,37773.26143099042
170,16.89999999999997,-329.69071851748924,0.0,788.6528599597749,0.0,-0.055537514906952884,0.0,0.5,29430.0,0.052887539757914145,38893.869837163715
171,16.99999999999997,-329.15667808409415,0.0,787.4873794740527,0.0,-0.061437107927310754,0.0,0.5,29430.0,0.054049250537961946,39747.37700781645
172,17.099999999999973,-328.61719222082246,0.0,786.3217477366301,0.0,-0.06671439903027401,0.0,0.5,29430.0,0.054851026622041645,40336.40947897569
173,17.199999999999974,-328.07168316803876,0.0,785.1559309173156,0.0,-0.07135573210111221,0.0,0.5,29430.0,0.055298530093805455,40665.16093507106
174,17.299999999999976,-327.5196342864875,0.0,783.9898958666798,0.0,-0.07535168262028678,0.0,0.5,29430.0,0.055399461919392046,40739.30780566973
175,17.399999999999977,-326.96059134634993,0.0,782.823611177027,0.0,-0.07869699056450022,0.0,0.5,29430.0,0.05516343699689352,40565.91775048524
176,17.49999999999998,-326.3941633993051,0.0,781.6570481193019,0.0,-0.08139046958382294,0.0,0.5,29430.0,0.05460185055415248,40153.35265604593
177,17.59999999999998,-325.8200232438041,0.0,780.4901814410634,0.0,-0.0834348939191379,0.0,0.5,29430.0,0.053727738151666135,39511.16765851224
178,17.69999999999998,-325.2379074956444,0.0,779.3229900149175,0.0,-0.08483686461195612,0.0,0.5,29430.0,0.05255563138239921,38650.00755955675
179,17.799999999999983,-324.64761627752813,0.0,778.1554573310456,0.0,-0.08560665662223815,0.0,0.5,29430.0,0.05110141114218703,37581.501827802975
180,17.899999999999984,-324.04901254264314,0.0,776.9875718316086,0.0,-0.08575804851156728,0.0,0.5,29430.0,0.0493821600903987,36318.15918911947
181,17.999999999999986,-323.4420210484582,0.0,775.8193270887368,0.0,-0.08530813637165155,0.0,0.5,29430.0,0.04741601564777929,34873.262616462074
182,18.099999999999987,-322.82662699791155,0.0,774.6507218314713,0.0,-0.08427713368470992,0.0,0.5,29430.0,0.04522202460330394,33260.76534435176
183,18.19999999999999,-322.20287436603337,0.0,773.4817598303318,0.0,-0.08268815879590488,0.0,0.5,29430.0,0.042820000138987166,31495.18836323917
184,18.29999999999999,-321.57086393080795,0.0,772.3124496510878,0.0,-0.08056701166159022,0.0,0.5,29430.0,0.040230381843164645,29591.519701950718
185,18.39999999999999,-320.93075102778505,0.0,771.142804291772,0.0,-0.07794194151346373,0.0,0.5,29430.0,0.03747409907823815,27565.115687097186
